COMPETITION_WYID,SEASON_WYID,PLAYER_WYID,SHORTNAME,FIRSTNAME,MIDDLENAME,LASTNAME,HEIGHT,WEIGHT,BIRTHDATE,BIRTHAREA_WYID,PASSPORTAREA_WYID,ROLENAME,ROLECODE2,ROLECODE3,FOOT,CURRENTTEAM_WYID,CURRENTNATIONALTEAM_WYID,GENDER,STATUS,IMAGEDATAURL
335,187483,521853,L. Hetemi,Lundrim,,Hetemi,170,67,2000-02-18,8,208,Midfielder,MD,MID,right,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/g497962_100x130.png
335,187483,530062,D. Tchamba,Duplexe,,Tchamba Bangou,191,79,1998-07-10,120,120,Defender,DF,DEF,left,9708,,male,active,https://cdn5.wyscout.com/photos/players/public/g504268_100x130.png
335,187483,533531,V. Mpindi,Victor Sylvestre,,Mpindi Ekani,190,85,1997-02-27,120,120,Midfielder,MD,MID,right,7488,,male,active,https://cdn5.wyscout.com/photos/players/public/g507059_100x130.png
335,187483,536823,M. Ivančević,Mihajlo,,Ivančević,187,80,1999-04-07,688,688,Defender,DF,DEF,right,7460,,male,active,https://cdn5.wyscout.com/photos/players/public/g509717_100x130.png
335,187483,538640,L. Lund,Lucas,,Lund Pedersen,195,85,2000-03-19,208,208,Goalkeeper,GK,GKP,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g511606_100x130.png
335,187483,541250,I. Mesík,Ivan,,Mesík,186,75,2001-06-01,703,703,Defender,DF,DEF,left,30,,male,active,https://cdn5.wyscout.com/photos/players/public/g513503_100x130.png
335,187483,541608,I. Sadiq,Ibrahim,,Sadiq,167,67,2000-05-07,288,288,Forward,FW,FWD,right,10,,male,active,https://cdn5.wyscout.com/photos/players/public/g513977_100x130.png
335,187483,544339,R. Wikström,Rasmus,,Wikström,189,76,2001-03-18,752,752,Defender,DF,DEF,right,6754,,male,active,https://cdn5.wyscout.com/photos/players/public/g517048_100x130.png
335,187483,544348,B. Nygren,Benjamin,,Nygren,188,80,2001-07-08,752,752,Forward,FW,FWD,left,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/g517071_100x130.png
335,187483,544922,A. Söndergaard,Andreas,,Söndergaard,188,75,2001-01-17,208,208,Goalkeeper,GK,GKP,right,7510,,male,active,https://cdn5.wyscout.com/photos/players/public/g517655_100x130.png
335,187483,544923,D. Gadegaard Andersen,Daniel,,Gadegaard Andersen,191,80,2001-05-31,208,208,Goalkeeper,GK,GKP,right,7451,,male,active,https://cdn5.wyscout.com/photos/players/public/g517656_100x130.png
335,187483,544926,M. Ross,Mathias,,Ross Jensen,190,80,2001-01-15,208,208,Defender,DF,DEF,right,11241,,male,active,https://cdn5.wyscout.com/photos/players/public/g517659_100x130.png
335,187483,544932,T. Gundelund,Thomas,,Gundelund Nielsen,178,68,2001-11-06,208,208,Defender,DF,DEF,right,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/g517666_100x130.png
335,187483,544933,A. Pyndt,Andreas,,Pyndt Andersen,175,68,2001-03-04,208,208,Midfielder,MD,MID,right,6766,,male,active,https://cdn5.wyscout.com/photos/players/public/g517669_100x130.png
335,187483,544934,J. Christensen,Jacob,,Steen Christensen,180,70,2001-06-25,208,208,Midfielder,MD,MID,right,2463,,male,active,https://cdn5.wyscout.com/photos/players/public/g517670_100x130.png
335,187483,544936,M. Bidstrup,Mads,,Bidstrup,175,70,2001-02-25,208,208,Midfielder,MD,MID,right,8743,,male,active,https://cdn5.wyscout.com/photos/players/public/g517672_100x130.png
335,187483,544937,M. Frendrup,Morten,,Frendrup,175,63,2001-04-07,208,208,Midfielder,MD,MID,right,3193,7712,male,active,https://cdn5.wyscout.com/photos/players/public/g517673_100x130.png
335,187483,544941,O. Villadsen,Oliver,,Villadsen,173,67,2001-11-16,208,208,Defender,DF,DEF,right,2458,,male,active,https://cdn5.wyscout.com/photos/players/public/g517677_100x130.png
335,187483,545144,L. Kramer,Lars,,Kramer,192,80,1999-07-11,528,528,Defender,DF,DEF,right,7454,,male,active,https://cdn5.wyscout.com/photos/players/public/g517838_100x130.png
335,187483,56126,K. Larsen,Kasper,,Larsen,191,82,1993-01-25,208,208,Defender,DF,DEF,right,10260,37379,male,active,https://cdn5.wyscout.com/photos/players/public/83100_100x130.png
335,187483,56270,R. Laursen,Ryan,,Johnson Laursen,182,79,1992-04-14,840,208,Defender,DF,DEF,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/67524_100x130.png
335,187483,65950,S. Piesinger,Simon,,Piesinger,196,84,1992-05-13,40,40,Defender,DF,DEF,right,22253,,male,active,https://cdn5.wyscout.com/photos/players/public/g141224_100x130.png
335,187483,92879,Zeca,José Carlos,,Gonçalves Rodrigues,182,67,1988-08-31,620,300,Midfielder,MD,MID,right,12508,12678,male,active,https://cdn5.wyscout.com/photos/players/public/54639_100x130.png
335,187483,118386,D. Khocholava,Davit,,Khocholava,192,88,1993-02-08,268,268,Defender,DF,DEF,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/49594_100x130.png
335,187483,135100,M. Aaquist,Mads,,Aaquist,176,63,1994-12-31,208,208,Midfielder,MD,MID,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/68874_100x130.png
335,187483,56031,P. Olsen,Patrick Haakon,,Olsen,179,79,1994-04-23,208,208,Midfielder,MD,MID,right,11564,,male,active,https://cdn5.wyscout.com/photos/players/public/68878_100x130.png
335,187483,56386,L. Andersen,Lucas ,,Andersen,185,73,1994-09-13,208,208,Forward,FW,FWD,right,1650,,male,active,https://cdn5.wyscout.com/photos/players/public/66301_100x130.png
335,187483,1722,V. Fischer,Viktor,,Fischer,181,71,1994-06-09,208,208,Midfielder,MD,MID,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/65857_100x130.png
335,187483,57693,A. Thrándarson,Aron Elís,,Thrándarson,187,83,1994-11-10,352,352,Midfielder,MD,MID,right,7729,7839,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,187483,55960,J. Ankersen,Jakob,,Ankersen,179,71,1990-09-22,208,208,Midfielder,MD,MID,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/60414_100x130.png
335,187483,69374,J. Radošević,Josip,,Radošević,180,74,1994-04-03,191,191,Midfielder,MD,MID,right,7453,,male,active,https://cdn5.wyscout.com/photos/players/public/76948_100x130.png
335,187483,135789,D. Kolinger,Denis,,Kolinger,199,92,1994-01-14,191,191,Defender,DF,DEF,right,9514,,male,active,https://cdn5.wyscout.com/photos/players/public/82872_100x130.png
335,187483,51144,V. Claesson,Viktor,,Claesson,183,80,1992-01-02,752,752,Midfielder,MD,MID,right,7452,,male,active,https://cdn5.wyscout.com/photos/players/public/70128_100x130.png
335,187483,56143,C. Sørensen,Christian Nikolaj ,,Sørensen,179,74,1992-08-06,208,208,Defender,DF,DEF,left,7455,,male,active,https://cdn5.wyscout.com/photos/players/public/71411_100x130.png
335,187483,50928,S. Tibbling,Simon,,Tibbling,175,74,1994-09-07,752,752,Midfielder,MD,MID,right,7136,,male,active,https://cdn5.wyscout.com/photos/players/public/83198_100x130.png
335,187483,61414,L. Thomas,Lawrence ,,Thomas,191,91,1992-05-09,36,380,Goalkeeper,GK,GKP,right,22318,8493,male,active,https://cdn5.wyscout.com/photos/players/public/80083_100x130.png
335,187483,205453,D. Prosser,Dániel ,,Prosser,178,65,1994-06-15,348,348,Forward,FW,FWD,left,,,male,active,https://cdn5.wyscout.com/photos/players/public/g182801_100x130.png
335,187483,56311,K. Pallesen,Kristoffer,,Pallesen,180,72,1990-04-30,208,208,Defender,DF,DEF,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/38757_100x130.png
335,187483,56441,L. Lerager,Lukas,,Lerager,188,80,1993-07-12,208,208,Midfielder,MD,MID,right,7452,,male,active,https://cdn5.wyscout.com/photos/players/public/74116_100x130.png
335,187483,128826,L. Djordjević,Luka,,Djordjević,184,74,1994-07-09,499,499,Forward,FW,FWD,right,23123,,male,active,https://cdn5.wyscout.com/photos/players/public/70184_100x130.png
335,187483,51673,R. Gojani,Robert,,Gojani,174,71,1992-10-19,752,1328,Midfielder,MD,MID,right,6711,,male,active,https://cdn5.wyscout.com/photos/players/public/g190245_100x130.png
335,187483,203245,A. Pavlović,Andrija,,Pavlović,189,89,1993-11-16,688,688,Forward,FW,FWD,left,17331,,male,active,https://cdn5.wyscout.com/photos/players/public/g191974_100x130.png
335,187483,50851,L. Hägg-Johansson,Åke Hugo Lucas,,Hägg-Johansson,189,79,1994-07-11,752,752,Goalkeeper,GK,GKP,right,6725,,male,active,https://cdn5.wyscout.com/photos/players/public/g192103_100x130.png
335,187483,51188,P. Carlgren,Patrik,,Carlgren,188,84,1992-01-08,752,752,Goalkeeper,GK,GKP,right,3770,,male,active,https://cdn5.wyscout.com/photos/players/public/g194197_100x130.png
335,187483,56570,S. Reese,Søren,,Reese,184,77,1993-07-29,208,208,Defender,DF,DEF,left,7471,,male,active,https://cdn5.wyscout.com/photos/players/public/g195495_100x130.png
335,187483,7302,Raúl Albentosa,Raúl,,Albentosa Redal,192,89,1988-09-07,724,724,Defender,DF,DEF,right,11564,,male,active,https://cdn5.wyscout.com/photos/players/public/77721_100x130.png
335,187483,56376,N. Thomsen,Nicolaj,,Thomsen,180,75,1993-05-08,208,208,Midfielder,MD,MID,right,7470,,male,active,https://cdn5.wyscout.com/photos/players/public/83082_100x130.png
335,187483,135048,B. Finne,Bård,,Finne,174,70,1995-02-13,578,578,Forward,FW,FWD,right,7095,7336,male,active,https://cdn5.wyscout.com/photos/players/public/g210479_100x130.png
335,187483,135098,A. Nybo,Alexander,,Nybo,188,83,1995-04-12,208,208,Goalkeeper,GK,GKP,right,,,male,retired,https://cdn5.wyscout.com/photos/players/public/g213118_100x130.png
335,187483,134369,M. Meyer,Max ,,Meyer,173,68,1995-09-18,276,276,Midfielder,MD,MID,right,10689,,male,active,https://cdn5.wyscout.com/photos/players/public/g213643_100x130.png
335,187483,56210,V. Hammershøy-Mistrati,Vito,,Hammershøy-Mistrati,177,76,1992-06-15,208,380,Midfielder,MD,MID,right,6726,,male,active,https://cdn5.wyscout.com/photos/players/public/g216973_100x130.png
335,187483,55206,S. Svendsen,Sander,,Svendsen,172,67,1997-08-06,578,578,Forward,FW,FWD,right,7100,,male,active,https://cdn5.wyscout.com/photos/players/public/76053_100x130.png
335,187483,56073,M. Lauritsen,Mads,,Lauritsen,195,88,1993-04-14,208,208,Defender,DF,DEF,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/g218864_100x130.png
335,187483,56292,A. Oggesen,Andreas,,Oggesen,173,71,1994-03-18,208,208,Midfielder,MD,MID,right,7499,,male,active,https://cdn5.wyscout.com/photos/players/public/g221659_100x130.png
335,187483,93341,M. Oikonomou,Marios,,Oikonomou,189,77,1992-10-06,300,300,Defender,DF,DEF,right,,,male,retired,https://cdn5.wyscout.com/photos/players/public/g223054_100x130.png
335,187483,476,M. Lieder,Mart,,Lieder,188,85,1990-05-01,528,528,Forward,FW,FWD,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/82712_100x130.png
335,187483,131184,Ali Adnan,Ali Adnan Kadhim,,Al Tameemi,185,76,1993-12-19,368,368,Defender,DF,DEF,left,16493,17759,male,active,https://cdn5.wyscout.com/photos/players/public/g229970_100x130.png
335,187483,217079,A. Kamara,Alhaji,,Kamara,182,75,1994-04-16,694,694,Forward,FW,FWD,right,9649,,male,active,https://cdn5.wyscout.com/photos/players/public/g231948_100x130.png
335,187483,165388,M. Sayouba,Mandé,,Sayouba,193,82,1993-06-15,384,384,Goalkeeper,GK,GKP,right,7104,,male,active,https://cdn5.wyscout.com/photos/players/public/g236511_100x130.png
335,188039,701647,H. Toftegaard,Hjalte,,Toftegaard,0,0,2006-06-25,208,208,Midfielder,MD,MID,,7465,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,684689,M. Kannegaard,Mikkel,,Kannegaard Kristensen,0,0,2006-07-05,208,208,Defender,DF,DEF,,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,682098,A. Schjelderup,Andreas,,Rædergård Schjelderup,176,70,2004-06-01,578,578,Forward,FW,FWD,right,9607,7342,male,active,https://cdn5.wyscout.com/photos/players/public/g-194867_100x130.png
335,188039,681607,V. Byskov,Valdemar,,Byskov Andreasen,0,0,2005-01-25,208,208,Midfielder,MD,MID,right,7455,7714,male,active,https://cdn5.wyscout.com/photos/players/public/g-194376_100x130.png
335,188039,679874,J. Vester,Jakob,,Vester Nielsen,182,79,2004-12-28,208,208,Midfielder,MD,MID,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,679868,K. Kiilerich,Kasper,,Hartly Kiilerich,198,78,2005-11-22,208,208,Goalkeeper,GK,GKP,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-192638_100x130.png
335,188039,679438,R. Bardghji,Roony,,Bardghji,173,70,2005-11-15,752,760,Forward,FW,FWD,left,7452,7054,male,active,https://cdn5.wyscout.com/photos/players/public/g-192208_100x130.png
335,188039,679185,S. Ngabo,Sanders,,Ngabo,174,66,2004-07-04,208,108,Midfielder,MD,MID,right,7465,7714,male,active,https://cdn5.wyscout.com/photos/players/public/g-191957_100x130.png
335,188039,678992,L. Pedersen,Laurits,,Raun Pedersen,0,0,2006-01-25,208,208,Midfielder,MD,MID,right,7462,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,678648,T. Slotsager,Tobias,,Slotsager,189,80,2006-01-01,208,208,Defender,DF,DEF,right,7460,7717,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,678037,F. Roslyng Christiansen,Frederik,,Roslyng Christiansen,0,0,2005-12-25,208,208,Defender,DF,DEF,,7465,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,676912,H. Heggheim,Henrik,,Heggheim,189,77,2001-04-22,578,578,Defender,DF,DEF,right,7100,,male,active,https://cdn5.wyscout.com/photos/players/public/g-189687_100x130.png
335,188039,660941,V. Hjorth,Viktor,,Stensgaard Hjorth,0,0,2005-03-06,208,208,Defender,DF,DEF,right,7491,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,651679,Renato Júnior,Renato ,,Barbosa dos Santos Júnior,190,82,2002-06-05,76,76,Forward,FW,FWD,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-166041_100x130.png
335,188039,646383,P. Ortíz,Pablo Antonio,,Ortíz Cabezas,190,77,2000-06-08,170,170,Defender,DF,DEF,left,14390,,male,active,https://cdn5.wyscout.com/photos/players/public/g-160769_100x130.png
335,188039,644794,A. Noshe,Anders,,Noshe,174,67,2006-01-09,208,208,Forward,FW,FWD,right,23730,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,640730,D. Veiby,Daniel,,Veiby Held,0,0,2005-03-21,208,208,Goalkeeper,GK,GKP,left,,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,638485,M. Stamenić,Marko,,Stamenić,188,78,2002-02-19,554,688,Midfielder,MD,MID,right,12509,10522,male,active,https://cdn5.wyscout.com/photos/players/public/g-152927_100x130.png
335,188039,638476,I. Said,Ibrahim Muhammad,,Said,173,67,2002-06-15,566,566,Midfielder,MD,MID,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-152918_100x130.png
335,188039,636921,O. Schwartau,Oscar,,Schwartau,186,77,2006-05-17,208,208,Forward,FW,FWD,right,1626,,male,active,https://cdn5.wyscout.com/photos/players/public/g-151364_100x130.png
335,188945,452592,O. Sørensen,Oliver,,Sørensen Jensen,180,78,2002-03-10,208,208,Midfielder,MD,MID,left,7455,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-45771_100x130.png
335,188945,450799,P. Mattsson,Pelle,,Mattsson,181,74,2001-08-04,208,752,Midfielder,MD,MID,right,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/g-45625_100x130.png
335,188945,450074,A. Klynge,Anders,,Klynge,175,70,2000-10-14,208,208,Midfielder,MD,MID,right,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/g-45374_100x130.png
335,188945,449750,T. Klysner,Tobias,,Klysner Breuner,183,69,2001-07-03,208,208,Midfielder,MD,MID,right,7499,,male,active,https://cdn5.wyscout.com/photos/players/public/g-45299_100x130.png
335,188945,449721,O. Sonne,Oliver,,Sonne,184,76,2000-11-10,208,604,Defender,DF,DEF,right,7461,15594,male,active,https://cdn5.wyscout.com/photos/players/public/g-45270_100x130.png
335,188945,449617,M. Fenger,Max,,Fenger,182,75,2001-08-07,208,208,Forward,FW,FWD,right,7460,,male,active,https://cdn5.wyscout.com/photos/players/public/g-45166_100x130.png
335,188945,449421,O. Bundgaard,Oliver,,Bundgaard Kristensen,182,72,2001-06-15,208,208,Defender,DF,DEF,left,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-44970_100x130.png
335,188945,449407,L. Qamili,Lirim,,Qamili,191,74,1998-06-04,208,8,Forward,FW,FWD,left,7499,10073,male,active,https://cdn5.wyscout.com/photos/players/public/g-44956_100x130.png
335,188945,449374,S. Tengstedt,Søren,,Tengstedt,187,82,2000-06-30,208,208,Forward,FW,FWD,left,34,,male,active,https://cdn5.wyscout.com/photos/players/public/g-44923_100x130.png
335,188945,449139,F. Carlsen,Frederik,,Bennedsgaard Carlsen,193,80,2001-12-01,208,208,Midfielder,MD,MID,right,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/g-44688_100x130.png
335,188945,449064,M. Lindberg,Marcus,,Pheiffer Lindberg,181,74,2000-06-27,208,208,Midfielder,MD,MID,right,6766,,male,active,https://cdn5.wyscout.com/photos/players/public/g-44613_100x130.png
335,188945,448997,M. Westergaard,Magnus,,Westergaard,187,75,1998-05-27,208,208,Midfielder,MD,MID,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-44546_100x130.png
335,188945,56474,M. Spelmann,Martin,,Spelmann,175,72,1987-03-21,208,208,Midfielder,MD,MID,right,7490,,male,active,https://cdn5.wyscout.com/photos/players/public/17622_100x130.png
335,188945,56092,J. Hansen,Jesper,,Hansen,188,78,1985-03-31,208,208,Goalkeeper,GK,GKP,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/11277_100x130.png
335,188945,56095,A. Bjelland,Andreas,,Bjelland,188,85,1988-07-11,208,208,Defender,DF,DEF,left,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/41045_100x130.png
335,188945,21380,M. Lund Nielsen,Matti,,Lund Nielsen,184,74,1988-05-08,208,208,Midfielder,MD,MID,right,,,male,active,https://cdn5.wyscout.com/photos/players/public/18676_100x130.png
335,188945,57114,A. Jacobsen,Anders Kvindebjerg,,Jacobsen,182,77,1989-10-27,208,208,Forward,FW,FWD,right,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/18675_100x130.png
335,188945,56068,M. Hansen,Martin,,Hansen,188,85,1990-06-15,208,208,Goalkeeper,GK,GKP,right,7460,,male,active,https://cdn5.wyscout.com/photos/players/public/49154_100x130.png
335,188945,38229,B. Hamalainen,Brian,,Tømming Hamalainen,176,69,1989-05-29,208,246,Defender,DF,DEF,left,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/53244_100x130.png
335,188945,26652,D. Wass,Daniel,,Wass,178,74,1989-05-31,208,208,Midfielder,MD,MID,right,7453,,male,active,https://cdn5.wyscout.com/photos/players/public/17612_100x130.png
335,188039,624735,A. Halsgaard,Aksel Emil,,Halsgaard,0,0,2005-04-30,208,208,Defender,DF,DEF,right,7457,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,624732,A. Dithmer,Andreas Frederik,,Dithmer,198,86,2005-08-01,208,208,Goalkeeper,GK,GKP,right,23568,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,624711,N. Krogh,Nikolaj,,Krogh Andreassen,0,0,2005-06-17,208,208,Midfielder,MD,MID,,23737,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,624710,G. Fraulo,Gustav Leone,,Fraulo,183,73,2005-04-23,208,380,Midfielder,MD,MID,right,7497,,male,active,https://cdn5.wyscout.com/photos/players/public/g-139212_100x130.png
335,188039,623310,F. Versterre,Filip,,Versterre,0,0,2004-07-29,208,208,Goalkeeper,GK,GKP,left,28669,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,623240,C. Nouck,Charly,,Nouck Horneman,184,76,2004-03-21,208,120,Forward,FW,FWD,right,7456,7714,male,active,https://cdn5.wyscout.com/photos/players/public/g-137744_100x130.png
335,188039,622990,J. Beluli,Jashar,,Beluli,188,83,2004-06-07,208,8,Forward,FW,FWD,left,7502,,male,active,https://cdn5.wyscout.com/photos/players/public/g-137494_100x130.png
335,188039,621859,R. Onyedika,Raphael,,Onyedika,184,78,2001-04-19,566,566,Midfielder,MD,MID,right,5072,16823,male,active,https://cdn5.wyscout.com/photos/players/public/g-136363_100x130.png
335,188039,621856,P. Texel,Pontus,,Texel,182,74,2004-02-27,208,208,Defender,DF,DEF,right,9649,7714,male,active,https://cdn5.wyscout.com/photos/players/public/g-136360_100x130.png
335,188039,621855,A. Nehme,Angelo,,Nehme,170,66,2004-01-23,208,208,Midfielder,MD,MID,right,7475,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,621653,P. Mukairu,Paul,,Mukairu,182,78,2000-01-18,566,566,Midfielder,MD,MID,right,4558,,male,active,https://cdn5.wyscout.com/photos/players/public/g-136157_100x130.png
335,188039,620965,T. Augustinus-Jensen,Tobias,,Augustinus-Jensen,177,70,2004-12-27,208,208,Forward,FW,FWD,right,7566,,male,active,https://cdn5.wyscout.com/photos/players/public/g-135469_100x130.png
335,188039,620931,M. Ejdum,Max Isaac,,Ejdum,168,58,2004-10-15,208,208,Midfielder,MD,MID,left,7460,7714,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,620801,G. Mortensen,Gustav,,Mortensen,0,0,2004-03-19,208,208,Defender,DF,DEF,left,7488,7714,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,620379,M. Dorgeles,Mario,,Dorgeles,177,67,2004-08-07,384,384,Midfielder,MD,MID,left,7458,17980,male,active,https://cdn5.wyscout.com/photos/players/public/g-134884_100x130.png
335,188039,620366,A. Nagalo,Adamo,,Nagalo,185,75,2002-09-22,854,384,Defender,DF,DEF,right,11,18938,male,active,https://cdn5.wyscout.com/photos/players/public/g-134871_100x130.png
335,188039,620140,V. Westh,Villads,,Westh,0,0,2004-04-25,208,208,Midfielder,MD,MID,,7622,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188039,619923,S. Otoa,Sebastian,,Otoa,188,75,2004-05-13,208,208,Defender,DF,DEF,right,7454,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-134428_100x130.png
335,188039,619908,A. Gaaei,Anton,,Gaaei,183,73,2002-11-19,208,208,Defender,DF,DEF,right,9,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-134413_100x130.png
335,188039,619862,A. Nonbo Christophersen,Andreas,,Nonbo Christophersen,0,0,2004-11-15,208,208,Midfielder,MD,MID,,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/ndplayer_100x130.png
335,188945,516745,L. Engel,Lukas,,Ahlefeld Engel,178,72,1998-12-14,208,208,Defender,DF,DEF,left,1620,,male,active,https://cdn5.wyscout.com/photos/players/public/g494213_100x130.png
335,188945,521853,L. Hetemi,Lundrim,,Hetemi,170,67,2000-02-18,8,208,Midfielder,MD,MID,right,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/g497962_100x130.png
335,188945,527103,M. Mattsson,Magnus,,Elkjær Mattsson,174,62,1999-02-25,208,752,Midfielder,MD,MID,right,7452,,male,active,https://cdn5.wyscout.com/photos/players/public/g501822_100x130.png
335,188945,527579,A. Gudjohnsen,Andri Lucas,,Gudjohnsen,188,78,2002-01-29,826,352,Forward,FW,FWD,right,5067,7839,male,active,https://cdn5.wyscout.com/photos/players/public/g502104_100x130.png
335,188945,530524,G. Onugkha,German,,Onugkha,193,92,1996-07-06,643,566,Forward,FW,FWD,right,7452,,male,active,https://cdn5.wyscout.com/photos/players/public/g504607_100x130.png
335,188945,535617,M. Kikkenborg,Mads,,Juhl Kikkenborg,197,93,1999-10-07,208,208,Goalkeeper,GK,GKP,right,5068,,male,active,https://cdn5.wyscout.com/photos/players/public/g508878_100x130.png
335,188945,535637,M. Larsen,Mads,,Larsen,183,74,2001-09-20,208,208,Midfielder,MD,MID,right,7461,,male,active,https://cdn5.wyscout.com/photos/players/public/g508962_100x130.png
335,188945,536673,Nils Mortimer,Nils,,Mortimer Moreno,178,72,2001-06-11,724,724,Forward,FW,FWD,left,9665,,male,active,https://cdn5.wyscout.com/photos/players/public/g509709_100x130.png
335,188945,536823,M. Ivančević,Mihajlo,,Ivančević,187,80,1999-04-07,688,688,Defender,DF,DEF,right,7460,,male,active,https://cdn5.wyscout.com/photos/players/public/g509717_100x130.png
335,188945,538640,L. Lund,Lucas,,Lund Pedersen,195,85,2000-03-19,208,208,Goalkeeper,GK,GKP,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g511606_100x130.png
335,188945,543036,N. Thomas,Nigel,,Thomas,177,77,2001-02-01,528,531,Forward,FW,FWD,right,9609,,male,active,https://cdn5.wyscout.com/photos/players/public/g515473_100x130.png
335,188945,544339,R. Wikström,Rasmus,,Wikström,189,76,2001-03-18,752,752,Defender,DF,DEF,right,6754,,male,active,https://cdn5.wyscout.com/photos/players/public/g517048_100x130.png
335,188945,544348,B. Nygren,Benjamin,,Nygren,188,80,2001-07-08,752,752,Forward,FW,FWD,left,7458,,male,active,https://cdn5.wyscout.com/photos/players/public/g517071_100x130.png
335,188945,544932,T. Gundelund,Thomas,,Gundelund Nielsen,178,68,2001-11-06,208,208,Defender,DF,DEF,right,7473,,male,active,https://cdn5.wyscout.com/photos/players/public/g517666_100x130.png
335,188945,544933,A. Pyndt,Andreas,,Pyndt Andersen,175,68,2001-03-04,208,208,Midfielder,MD,MID,right,6766,,male,active,https://cdn5.wyscout.com/photos/players/public/g517669_100x130.png
335,188945,544940,M. Brajanac,Muamer,,Brajanac,189,87,2001-02-15,208,70,Forward,FW,FWD,right,7092,,male,active,https://cdn5.wyscout.com/photos/players/public/g517676_100x130.png
335,188945,544941,O. Villadsen,Oliver,,Villadsen,173,67,2001-11-16,208,208,Defender,DF,DEF,right,2458,,male,active,https://cdn5.wyscout.com/photos/players/public/g517677_100x130.png
335,188945,547119,J. Amon,Jonathan,,Amon,175,71,1999-04-30,840,840,Midfielder,MD,MID,right,7484,,male,active,https://cdn5.wyscout.com/photos/players/public/g520632_100x130.png
335,188945,547747,A. Mustafić,Alen,,Mustafić,185,76,1999-07-05,70,70,Midfielder,MD,MID,right,14376,,male,active,https://cdn5.wyscout.com/photos/players/public/g521110_100x130.png
335,188945,549834,Z. Duncan,Zachary,,Duncan,183,75,2000-05-31,36,36,Midfielder,MD,MID,right,63760,,male,active,https://cdn5.wyscout.com/photos/players/public/g523542_100x130.png
335,188945,524508,M. Hansen,Mads Kristian,,Hansen,188,79,2002-07-28,208,208,Forward,FW,FWD,left,7458,7719,male,active,https://cdn5.wyscout.com/photos/players/public/g-60310_100x130.png
335,188945,523395,A. Ementa,Anosike Victor,,Ementa,202,84,2002-05-03,208,566,Forward,FW,FWD,right,7456,,male,active,https://cdn5.wyscout.com/photos/players/public/g-60127_100x130.png
